merchant_id,merchant_name,category,country,onboard_date,risk_score
37741,Larson Group,Travel,IN,2025-11-24,0.35
37742,"Williams, Wells and Davila",Electronics,UK,2024-08-26,0.809
37743,"Jones, Stone and King",Electronics,US,2025-07-11,0.827
37744,Hernandez and Sons,Electronics,IN,2024-04-27,0.237
37745,"Welch, Durham and Lewis",Retail,IN,2025-04-05,0.75
37746,Lewis Ltd,Travel,IN,2025-12-23,0.808
37747,Kaiser Ltd,Electronics,US,2025-04-05,0.028
37748,Gonzalez-Cruz,Retail,IN,2024-02-14,0.407
37749,Williams-Chen,Food,IN,2024-09-21,0.832
37750,Martin-Morgan,Electronics,IN,2025-01-13,0.641
37751,Bailey Ltd,Electronics,US,2026-03-30,0.942
37752,Shelton Group,Retail,IN,2023-07-05,0.191
37753,Owens and Sons,Travel,US,2024-04-22,0.2
37754,"Salazar, Carr and Turner",Retail,IN,2025-11-30,0.851
37755,Murphy-Smith,Food,IN,2026-04-17,0.336
37756,Jones and Sons,Travel,IN,2025-03-27,0.123
37757,"Baker, Smith and Santos",Retail,IN,2026-02-10,0.942
37758,Smith-Miller,Electronics,IN,2024-09-28,0.605
37759,"Bailey, Ramirez and Wyatt",Travel,US,2023-04-25,0.377
37760,"Hill, Costa and Crawford",Food,US,2024-05-21,0.88
37761,Garcia-Little,Travel,IN,2024-09-30,0.796
37762,Clark PLC,Retail,IN,2025-11-20,0.665
37763,Case-Garcia,Food,IN,2024-11-05,0.306
37764,Sexton Ltd,Retail,IN,2023-11-18,0.056
37765,Hopkins Inc,Electronics,UK,2023-09-23,0.293
37766,Howard-Thompson,Travel,UK,2025-07-12,0.179
37767,Gutierrez LLC,Retail,US,2026-04-02,0.48
37768,Butler-Rosales,Retail,IN,2023-07-31,0.312
37769,"Campos, Sandoval and Moore",Retail,US,2024-11-22,0.913
37770,Edwards PLC,Electronics,UK,2024-10-27,0.32
37771,Phillips-Mosley,Retail,US,2023-10-24,0.385
37772,"Ramos, Petty and Horton",Electronics,US,2025-02-03,0.296
37773,Collier-French,Retail,UK,2025-09-22,0.168
37774,Lambert and Sons,Retail,IN,2024-12-29,0.228
37775,Reid Ltd,Food,IN,2023-10-10,0.327
37776,"Rose, Beasley and Swanson",Food,UK,2026-03-23,0.896
37777,Gay and Sons,Food,UK,2025-02-13,0.884
37778,Trevino and Sons,Travel,IN,2024-02-09,0.195
37779,Richardson-Ware,Travel,US,2025-12-18,0.861
37780,"Ayers, Ross and Shelton",Travel,IN,2025-10-30,0.67
37781,Johnson-Cobb,Electronics,US,2023-12-18,0.344
37782,Roman-Stephenson,Travel,US,2025-04-05,0.075
37783,Shaw-Hawkins,Food,US,2025-04-17,0.608
37784,"Lewis, Martinez and Carr",Travel,UK,2023-07-13,0.37
37785,"Parker, Tran and Vargas",Electronics,UK,2025-09-15,0.693
37786,Fleming-Adams,Travel,US,2025-10-16,0.946
37787,Morales and Sons,Electronics,IN,2025-11-02,0.073
37788,"Cook, Ramos and Wilkins",Retail,IN,2024-08-05,0.534
37789,Clark and Sons,Electronics,IN,2023-08-19,0.191
37790,Gonzalez-Horn,Retail,IN,2023-09-16,0.758
37791,"Jackson, Stewart and Lewis",Travel,US,2024-03-27,0.962
37792,Caldwell-Elliott,Electronics,UK,2024-03-26,0.134
37793,"Odom, Jackson and Martin",Electronics,US,2025-02-20,0.965
37794,"Bell, Herrera and Barrett",Electronics,US,2023-08-17,0.997
37795,Anderson-Hicks,Retail,US,2025-01-06,0.556
37796,Villarreal-Riley,Food,IN,2024-08-12,0.859
37797,Bush and Sons,Food,UK,2025-02-19,0.497
37798,"Espinoza, Macdonald and Duran",Food,IN,2025-05-02,0.022
37799,Graham Ltd,Travel,US,2024-09-28,0.383
37800,Roth Group,Food,UK,2023-05-19,0.394
37801,Sullivan and Sons,Food,IN,2026-01-18,0.617
37802,Clark Inc,Retail,IN,2023-06-02,0.401
37803,Martinez PLC,Travel,IN,2024-01-05,0.274
37804,"Morales, Pennington and Contreras",Electronics,IN,2025-09-20,0.648
37805,Evans and Sons,Retail,IN,2024-05-03,0.747
37806,Sawyer-Wilson,Food,US,2023-09-07,0.384
37807,Ramsey and Sons,Food,UK,2024-08-02,0.819
37808,Gray Group,Food,IN,2024-04-07,0.124
37809,Pope LLC,Retail,UK,2026-01-07,0.22
37810,Rose-Duncan,Food,US,2023-08-22,0.517
37811,Murphy-Ramirez,Electronics,US,2025-07-03,0.601
37812,Hudson-Flores,Retail,UK,2024-01-22,0.869
37813,"Wallace, Thomas and Johnson",Electronics,IN,2025-06-12,0.079
37814,Mitchell-Gomez,Travel,US,2024-03-27,0.891
37815,Miller-Armstrong,Retail,US,2024-03-17,0.423
37816,"Silva, Young and Douglas",Travel,UK,2023-12-23,0.746
37817,Flowers LLC,Food,US,2024-04-01,0.879
37818,"Ortega, Barrett and Martinez",Retail,UK,2023-08-07,0.636
37819,Taylor-Conley,Food,IN,2025-06-28,0.666
37820,Thompson-Ware,Food,IN,2023-08-18,0.287
37821,Jones Inc,Electronics,IN,2024-04-22,0.283
37822,Diaz-Braun,Electronics,US,2024-10-27,0.006
37823,Johnson PLC,Retail,UK,2023-12-19,0.752
37824,Vazquez-Lloyd,Travel,US,2025-03-19,0.672
37825,Rivera-Cummings,Food,IN,2024-05-06,0.154
37826,English Inc,Electronics,IN,2025-06-09,0.315
37827,Shepherd-Pugh,Electronics,US,2025-09-29,0.641
37828,Hunter-Blake,Retail,IN,2025-08-08,0.653
37829,Valencia-Gonzalez,Travel,UK,2024-05-02,0.776
37830,Pope-Murray,Travel,UK,2024-10-29,0.491
37831,"Williams, Mercado and Osborne",Retail,IN,2025-05-15,0.801
37832,Little Group,Travel,IN,2024-03-26,0.194
37833,"Elliott, Griffin and Martin",Travel,UK,2024-05-16,0.942
37834,Farley and Sons,Retail,UK,2025-09-11,0.661
37835,"Miller, Moore and Knight",Travel,UK,2023-10-07,0.223
37836,Coleman and Sons,Retail,US,2023-05-31,0.115
37837,Watson-Wood,Food,US,2024-08-20,0.001
37838,Vega PLC,Retail,IN,2025-12-16,0.504
37839,Montgomery-Flynn,Travel,IN,2024-06-18,0.189
37840,Holt-Coleman,Travel,US,2024-09-19,0.98
37841,"Hansen, Church and Rice",Retail,UK,2024-02-12,0.512
37842,"Sanchez, Thompson and Johnson",Food,IN,2025-05-11,0.024
37843,Hicks and Sons,Food,IN,2026-02-19,0.549
37844,Garcia-Griffin,Retail,UK,2025-03-05,0.563
37845,Calderon-Terrell,Retail,IN,2024-07-22,0.326
37846,Hunter-Walker,Electronics,US,2024-05-12,0.925
37847,"Mckenzie, King and Lewis",Retail,UK,2023-05-16,0.853
37848,Pace-Dickerson,Electronics,US,2024-04-03,0.268
37849,"Ramirez, Watts and Mendoza",Food,US,2024-08-03,0.514
37850,Rice Group,Electronics,UK,2023-09-26,0.438
37851,"Mclaughlin, Valdez and Singh",Travel,UK,2025-10-18,0.607
37852,Trevino-Baker,Food,US,2025-09-22,0.685
37853,Ross PLC,Food,US,2025-02-22,0.062
37854,"Lopez, King and Richards",Travel,US,2025-03-23,0.22
37855,Torres-Nash,Electronics,UK,2023-10-29,0.957
37856,"Lambert, Williams and Chambers",Travel,US,2023-06-06,0.126
37857,"Duarte, Calderon and Martinez",Food,IN,2023-05-24,0.531
37858,"Lam, Porter and Jones",Retail,UK,2026-01-09,0.396
37859,Harris PLC,Electronics,UK,2024-03-25,0.557
37860,"Mcdaniel, Castro and Hicks",Food,US,2025-03-30,0.022
37861,Campbell-Benson,Travel,UK,2025-07-02,0.99
37862,Hayes-Fuentes,Electronics,UK,2025-01-27,0.435
37863,Terry PLC,Retail,IN,2023-04-27,0.95
37864,Smith PLC,Electronics,IN,2024-12-12,0.95
37865,"Miller, Campbell and Wall",Food,IN,2023-06-12,0.711
37866,Daniel Inc,Travel,UK,2023-10-13,0.565
37867,Davis PLC,Electronics,UK,2024-03-19,0.411
37868,Walton-Thompson,Electronics,US,2023-08-19,0.887
37869,Brooks Inc,Travel,US,2025-11-20,0.655
37870,Chang-Choi,Retail,IN,2024-02-05,0.301
37871,Clark-Whitehead,Electronics,IN,2024-10-16,0.981
37872,Ruiz-Fields,Travel,US,2023-09-21,0.148
37873,Mitchell LLC,Retail,US,2026-02-26,0.936
37874,"Villegas, Wall and Martinez",Food,IN,2024-11-19,0.907
37875,Oliver PLC,Electronics,UK,2025-10-02,0.388
37876,Ellis Ltd,Retail,UK,2025-01-29,0.47
37877,"Francis, Nelson and Thornton",Retail,IN,2024-09-24,0.019
37878,Tran Inc,Retail,US,2026-02-11,0.849
37879,"Griffin, Bush and Sanchez",Electronics,UK,2023-11-28,0.678
37880,"Turner, Ramsey and Thomas",Retail,UK,2024-07-15,0.493
37881,Martinez-Wright,Retail,US,2023-09-12,0.43
37882,"Zamora, Petersen and Grant",Food,UK,2024-06-11,0.056
37883,Williams and Sons,Food,UK,2023-05-03,0.599
37884,"Grant, Simmons and Walker",Food,IN,2024-11-23,0.642
37885,"Richards, Harper and Sullivan",Food,US,2023-08-22,0.387
37886,"Campbell, Flores and Morgan",Travel,IN,2024-08-17,0.648
37887,Bell and Sons,Retail,IN,2023-12-13,0.136
37888,Mcdowell-Mullen,Food,IN,2023-06-08,0.151
37889,"Hunter, Nguyen and Brown",Electronics,UK,2025-06-15,0.996
37890,"Kim, Taylor and Perry",Food,IN,2024-07-23,0.653
37891,Stanley PLC,Travel,US,2023-12-06,0.537
37892,"Carpenter, Johnson and Oneal",Food,US,2024-04-13,0.192
37893,"Johnson, Watson and Brown",Food,US,2024-10-19,0.009
37894,Marsh-Cruz,Retail,US,2025-06-18,0.654
37895,"Taylor, Cunningham and Carrillo",Food,IN,2025-02-24,0.932
37896,Joseph Inc,Food,IN,2026-03-09,0.219
37897,Ayala-Cole,Electronics,US,2024-04-07,0.176
37898,Dalton-Weber,Electronics,UK,2025-05-23,0.23
37899,"Vaughn, Chavez and Ibarra",Food,UK,2024-12-14,0.873
37900,Morris-Welch,Electronics,US,2024-05-15,0.975
37901,"Mueller, Nelson and Booth",Electronics,IN,2025-04-23,0.715
37902,Dominguez and Sons,Retail,IN,2026-04-21,0.248
37903,Jones PLC,Travel,IN,2024-10-18,0.136
37904,"Black, Cain and Snow",Travel,IN,2026-01-28,0.01
37905,Miller and Sons,Retail,US,2023-10-02,0.452
37906,Kelley-Myers,Retail,US,2025-10-11,0.48
37907,"Baldwin, Douglas and Howard",Retail,UK,2023-06-13,0.284
37908,"Ford, Ramos and Keith",Travel,US,2023-05-07,0.229
37909,Owen-Lewis,Retail,IN,2026-04-05,0.367
37910,"Hamilton, Vaughn and Lynn",Travel,UK,2024-10-17,0.298
37911,"Cowan, Conley and Ortega",Electronics,UK,2025-10-14,0.188
37912,"Morgan, Jimenez and Wilson",Food,UK,2023-07-04,0.532
37913,Osborn-Morgan,Food,UK,2025-05-23,0.027
37914,Simpson-Butler,Retail,UK,2025-08-06,0.076
37915,Lindsey LLC,Retail,IN,2025-05-28,0.507
37916,Rivera LLC,Travel,UK,2024-01-13,0.259
37917,"Hunt, Brown and Cole",Travel,UK,2025-08-27,0.07
37918,Romero-Davis,Food,UK,2023-09-15,0.91
37919,Madden-Ochoa,Electronics,UK,2023-10-13,0.536
37920,Lamb LLC,Food,IN,2024-09-12,0.904
37921,Roberts-Howe,Retail,UK,2025-06-11,0.715
37922,Rosales-Mendoza,Electronics,IN,2024-06-03,0.276
37923,Moses-Wilcox,Food,IN,2025-10-19,0.88
37924,"Jackson, Weeks and Cox",Retail,IN,2025-05-23,0.957
37925,Lucero LLC,Retail,IN,2025-02-03,0.84
37926,Thompson Group,Electronics,UK,2023-09-29,0.933
37927,Hughes-Phillips,Electronics,IN,2024-12-20,0.08
37928,"Stewart, Trevino and West",Food,US,2024-03-06,0.149
37929,Thompson Group,Retail,UK,2024-08-11,0.369
37930,"Watson, Mathis and Henry",Travel,US,2025-12-17,0.949
37931,Davis-Martinez,Electronics,UK,2023-08-17,0.437
37932,Hunt-Ramos,Retail,US,2023-12-20,0.764
37933,Bradley-Zavala,Retail,IN,2026-03-13,0.291
37934,Bell-Phelps,Travel,UK,2025-07-27,0.706
37935,Jones-Franklin,Electronics,UK,2024-06-05,0.132
37936,"Elliott, Ramos and Dixon",Food,UK,2026-04-20,0.623
37937,Carey-Patel,Food,US,2025-03-18,0.471
37938,"Ellis, Shaw and Dennis",Food,IN,2023-12-18,0.735
37939,"Roach, Maldonado and Norman",Electronics,UK,2024-08-08,0.306
37940,Golden Inc,Travel,IN,2025-02-09,0.123
37941,"Morse, Gray and Solis",Food,IN,2024-10-31,0.151
37942,"Hinton, Robinson and Franklin",Electronics,UK,2024-05-18,0.56
37943,Robinson-Jordan,Travel,UK,2025-02-16,0.274
37944,Christian-Patterson,Electronics,UK,2024-07-24,0.535
37945,"Patel, Roberts and Smith",Retail,UK,2024-08-28,0.949
37946,Anderson-Nicholson,Food,IN,2024-05-29,0.595
37947,Sellers-Mcgrath,Travel,US,2023-11-05,0.899
37948,Butler and Sons,Electronics,US,2026-04-19,0.021
37949,Thomas-Lopez,Travel,US,2024-03-16,0.226
37950,"Rodriguez, Lee and Bartlett",Electronics,UK,2024-12-10,0.049
37951,Soto-West,Food,US,2026-03-15,0.006
37952,Collins-Newman,Food,US,2024-12-11,0.696
37953,Williams Group,Retail,IN,2025-07-08,0.665
37954,"Williams, Anderson and Marshall",Electronics,US,2025-09-12,0.99
37955,Davis Inc,Food,UK,2025-05-29,0.622
37956,Everett LLC,Travel,UK,2024-10-02,0.003
37957,Robinson LLC,Electronics,IN,2023-12-22,0.27
37958,"Hardy, Blake and Wilcox",Electronics,IN,2023-11-17,0.331
37959,Watkins Group,Food,US,2023-08-13,0.536
37960,May Inc,Food,US,2024-01-20,0.104
37961,Carrillo-Strickland,Retail,IN,2024-10-14,0.515
37962,Johnson and Sons,Electronics,US,2023-10-01,0.764
37963,"Taylor, Richardson and Fox",Retail,US,2024-04-12,0.882
37964,Davis and Sons,Retail,IN,2024-07-31,0.486
37965,"Martinez, Kelly and Gibson",Electronics,IN,2023-12-22,0.919
37966,"Morales, Irwin and Ford",Food,UK,2023-07-02,0.363
37967,"Morrison, Austin and Pope",Food,IN,2023-09-16,0.924
37968,Hunter-Byrd,Retail,IN,2025-07-17,0.202
37969,"James, Joseph and Brown",Retail,US,2025-04-18,0.659
37970,Grant-Hampton,Travel,UK,2025-08-03,0.194
37971,Johnson and Sons,Retail,UK,2025-12-24,0.69
37972,Edwards LLC,Electronics,IN,2025-12-16,0.519
37973,Trujillo-Holmes,Retail,US,2024-02-12,0.715
37974,Ross Inc,Travel,IN,2023-10-01,0.013
37975,Diaz-Allen,Electronics,IN,2025-10-26,0.224
37976,"Elliott, Garcia and Carlson",Retail,US,2024-06-21,0.31
37977,"Myers, Kemp and Green",Electronics,US,2025-08-28,0.287
37978,Duncan Ltd,Travel,US,2026-04-17,0.673
37979,Benjamin-Wilson,Travel,IN,2024-05-14,0.367
37980,"Lawrence, Caldwell and Anderson",Retail,US,2024-10-06,0.839
37981,Carr-Jones,Electronics,IN,2026-04-15,0.68
37982,"Sweeney, Wilson and Carpenter",Travel,UK,2024-04-29,0.442
37983,Miller and Sons,Retail,US,2025-11-12,0.303
37984,"Martinez, Lawson and Johnson",Food,US,2024-01-03,0.499
37985,"Williams, Mccall and Burke",Electronics,UK,2023-05-25,0.091
37986,"Jones, Sims and Stephenson",Retail,US,2026-04-23,0.726
37987,Salas and Sons,Electronics,IN,2023-10-01,0.684
37988,Griffin Inc,Electronics,US,2024-02-18,0.781
37989,"Barrera, Duran and Bautista",Travel,UK,2025-08-01,0.576
37990,Weiss-Wilson,Electronics,IN,2023-10-26,0.664
37991,Wallace PLC,Electronics,UK,2025-07-02,0.386
37992,Byrd and Sons,Electronics,US,2024-08-24,0.286
37993,"Lozano, Perry and Williams",Retail,IN,2023-12-29,0.289
37994,"Miller, Proctor and Wilson",Retail,US,2024-10-21,0.333
37995,"Jackson, Johnson and White",Travel,US,2025-02-03,0.71
37996,"Monroe, Freeman and Hull",Food,US,2024-12-30,0.053
37997,Hobbs Inc,Electronics,US,2025-07-20,0.445
37998,Martinez Group,Food,US,2023-11-19,0.959
37999,Martinez Inc,Electronics,UK,2025-02-28,0.325
38000,"Benton, Hicks and Johnston",Food,US,2024-08-05,0.424
38001,Castro-Dean,Retail,US,2024-09-11,0.201
38002,"Trujillo, Long and Marks",Food,IN,2025-07-11,0.768
38003,Dodson-English,Retail,US,2025-07-13,0.134
38004,"Flynn, Nelson and Lopez",Food,IN,2026-03-02,0.027
38005,Pratt-Rich,Retail,UK,2024-05-21,0.561
38006,"Lopez, Velez and Mckinney",Electronics,US,2024-06-26,0.977
38007,Ramos Ltd,Food,IN,2023-07-07,0.275
38008,Serrano-Henry,Retail,IN,2023-06-26,0.954
38009,"Ruiz, Moore and Cortez",Electronics,US,2024-01-12,0.937
38010,Moreno Ltd,Travel,UK,2025-09-19,0.475
38011,"Gutierrez, Barrett and Smith",Food,IN,2023-11-17,0.293
38012,Wallace and Sons,Electronics,IN,2025-05-21,0.45
38013,Porter LLC,Electronics,IN,2026-01-10,0.307
38014,"Sanders, Avery and Abbott",Food,US,2025-03-01,0.688
38015,"Wilson, Osborne and Benjamin",Food,IN,2024-11-12,0.969
38016,Matthews-Nichols,Retail,UK,2025-10-13,0.161
38017,Thompson-Evans,Retail,IN,2024-03-09,0.785
38018,"Wang, Johnson and Walker",Electronics,UK,2024-07-17,0.243
38019,"Colon, Mitchell and Vaughn",Travel,US,2025-07-05,0.757
38020,Wallace-Blanchard,Travel,US,2023-06-15,0.49
38021,James Inc,Retail,UK,2024-11-26,0.842
38022,Kemp Group,Retail,UK,2024-08-04,0.17
38023,Fuller-Collier,Food,US,2023-07-10,0.534
38024,Walsh-Johnson,Retail,UK,2024-07-18,0.403
38025,"Turner, Burke and Allen",Food,IN,2026-02-07,0.599
38026,Dixon-Wolf,Travel,IN,2025-09-11,0.469
38027,Sampson LLC,Travel,US,2025-08-27,0.147
38028,"Wood, Wilson and Matthews",Retail,US,2026-03-31,0.947
38029,Chambers PLC,Electronics,UK,2025-10-05,0.066
38030,"Rose, Collier and Rivera",Travel,US,2024-11-10,0.8
38031,Velazquez-Butler,Retail,US,2024-09-11,0.267
38032,"Yates, Warren and Terry",Retail,IN,2024-02-01,0.221
38033,Barrett Inc,Travel,US,2024-11-10,0.463
38034,Walker-Richardson,Retail,UK,2024-07-12,0.821
38035,Martinez Group,Travel,US,2024-06-25,0.63
38036,"Tucker, Black and Roberts",Retail,US,2025-09-25,0.166
38037,White-Baldwin,Food,IN,2024-08-01,0.595
38038,"Doyle, Smith and Guerrero",Food,IN,2023-09-08,0.055
38039,Dawson Group,Electronics,IN,2023-12-19,0.643
38040,Mejia Group,Travel,UK,2023-11-12,0.995
38041,Henry-Holder,Travel,UK,2023-05-21,0.951
38042,"Johnston, Hernandez and Cook",Food,US,2024-03-24,0.012
38043,Bowers-Martin,Electronics,UK,2026-02-11,0.413
38044,"Golden, Jenkins and Freeman",Retail,UK,2024-08-01,0.576
38045,Oneill and Sons,Food,IN,2025-07-18,0.214
38046,Johnson-Gilbert,Food,UK,2024-02-05,0.758
38047,Butler-Mcdonald,Food,US,2025-02-13,0.058
38048,Gardner Inc,Electronics,UK,2024-09-17,0.759
38049,Peters-Mcgee,Food,IN,2026-02-08,0.761
38050,Wright Inc,Retail,UK,2023-09-07,0.245
38051,"Ruiz, Rose and Hernandez",Electronics,UK,2023-12-24,0.526
38052,Burnett-Burnett,Retail,IN,2025-07-11,0.016
38053,Bean Group,Retail,US,2024-11-04,0.773
38054,Thompson-Shaw,Electronics,UK,2025-12-13,0.244
38055,Henderson PLC,Electronics,UK,2023-05-14,0.892
38056,Thomas-Berry,Electronics,IN,2024-08-01,0.867
38057,"Montgomery, Jackson and Perkins",Retail,UK,2024-10-03,0.672
38058,Schultz-Vasquez,Travel,IN,2025-07-12,0.841
38059,Taylor-Le,Retail,US,2023-10-13,0.049
38060,Levy Group,Electronics,US,2025-03-28,0.605
38061,Knight Inc,Travel,IN,2024-06-07,0.417
38062,"Wallace, Johnson and Mitchell",Travel,UK,2025-12-27,0.83
38063,Taylor-Allen,Electronics,UK,2024-03-20,0.493
38064,"Taylor, Hunter and Hunt",Electronics,IN,2026-01-29,0.036
38065,Ford-Price,Food,UK,2023-12-23,0.776
38066,Scott-Roberts,Travel,US,2023-06-12,0.196
38067,Shepherd Inc,Food,US,2023-10-15,0.276
38068,Burns LLC,Food,UK,2025-08-09,0.134
38069,Sanchez and Sons,Travel,IN,2023-11-01,0.926
38070,"Palmer, Finley and Arnold",Travel,UK,2025-05-14,0.155
38071,Church-Soto,Retail,US,2025-08-30,0.808
38072,"Lee, Harper and Edwards",Retail,UK,2025-05-24,0.496
38073,"Curry, Morris and Carter",Travel,US,2024-10-08,0.699
38074,Barajas-Keith,Electronics,US,2025-08-29,0.688
38075,"Williams, Rivas and Carpenter",Travel,UK,2023-08-21,0.663
38076,"Dixon, Johnson and Young",Food,IN,2024-02-08,0.439
38077,Marsh Group,Retail,US,2023-05-13,0.76
38078,Young PLC,Travel,UK,2024-07-25,0.944
38079,"Christian, Mitchell and White",Food,IN,2025-07-28,0.308
38080,"Douglas, Bennett and Spears",Food,IN,2025-05-18,0.533
38081,"Stanley, Ray and Sullivan",Food,UK,2026-03-05,0.008
38082,"White, Sanchez and Pollard",Food,UK,2025-05-26,0.599
38083,Murphy Inc,Retail,UK,2023-11-21,0.115
38084,Fernandez LLC,Food,IN,2023-06-19,0.489
38085,"Andrews, Deleon and Patton",Electronics,US,2024-11-29,0.163
38086,Fisher-Reynolds,Electronics,IN,2023-08-11,0.362
38087,Jackson-Rodriguez,Electronics,UK,2024-04-27,0.853
38088,Richardson-Ward,Retail,US,2026-03-14,0.839
38089,Travis-Alvarez,Retail,UK,2023-06-03,0.338
38090,"Reynolds, Smith and Contreras",Food,UK,2024-01-07,0.838
38091,Logan-Hall,Travel,IN,2023-09-19,0.805
38092,"Flores, Kim and Gray",Electronics,US,2025-10-29,0.833
38093,"Moore, Hahn and Anderson",Electronics,US,2025-02-20,0.787
38094,Lewis-Gonzalez,Travel,IN,2023-09-23,0.005
38095,"Gonzales, Morales and Sanford",Food,UK,2026-03-21,0.422
38096,"Jenkins, Hoffman and Stephens",Food,US,2026-01-18,0.057
38097,"Mckinney, Kirby and Ward",Food,UK,2024-07-15,0.398
38098,Carey and Sons,Travel,UK,2025-05-28,0.029
38099,Cook Ltd,Food,US,2024-09-07,0.147
38100,Miller and Sons,Electronics,IN,2025-01-13,0.198
38101,Hudson-Chen,Travel,IN,2023-05-21,0.296
38102,"Avila, Andersen and Randolph",Travel,UK,2024-10-27,0.998
38103,Ruiz-Bender,Retail,UK,2024-12-15,0.309
38104,Strong-Chandler,Travel,US,2023-08-25,0.849
38105,Hayes-Shaffer,Food,UK,2025-07-02,0.555
38106,Richardson and Sons,Retail,IN,2023-09-22,0.144
38107,Franklin-Strickland,Retail,US,2025-01-07,0.596
38108,Turner and Sons,Travel,IN,2026-04-06,0.613
38109,"Jones, Nguyen and Mason",Travel,US,2025-11-21,0.898
38110,Nguyen-Carpenter,Travel,US,2024-12-07,0.878
38111,"Walker, Wade and Castillo",Food,US,2023-06-01,0.822
38112,Woodward Group,Travel,IN,2024-01-27,0.663
38113,Orr Group,Food,UK,2024-11-15,0.655
38114,Guzman Ltd,Retail,US,2025-08-03,0.359
38115,Rivera LLC,Travel,UK,2023-05-14,0.24
38116,"Lopez, Moreno and Maldonado",Electronics,IN,2024-11-25,0.365
38117,White and Sons,Travel,UK,2024-03-17,0.858
38118,Riley PLC,Electronics,US,2025-06-02,0.879
38119,Brown LLC,Retail,IN,2023-11-11,0.237
38120,Butler Ltd,Travel,UK,2026-04-15,0.202
38121,Lee-Golden,Travel,IN,2025-10-20,0.331
38122,Martinez Inc,Travel,IN,2024-05-13,0.889
38123,Anderson-Hudson,Electronics,IN,2025-11-12,0.018
38124,"Nichols, Gibbs and Gray",Electronics,US,2025-11-02,0.262
38125,Rogers-Warren,Travel,IN,2024-01-24,0.411
38126,"Smith, Soto and Anderson",Electronics,US,2024-11-14,0.772
38127,Wolf PLC,Electronics,IN,2026-03-31,0.815
38128,Young-Rodriguez,Food,IN,2024-06-26,0.756
38129,Norton-Baker,Travel,US,2025-09-06,0.462
38130,Blake LLC,Food,UK,2023-08-11,0.067
38131,"Collins, Jones and English",Travel,IN,2023-05-14,0.33
38132,Bullock-Flores,Electronics,US,2023-08-23,0.881
38133,Le-Price,Food,IN,2025-11-30,0.254
38134,"Haley, May and Flowers",Food,UK,2024-03-31,0.291
38135,Williams-Stevens,Food,US,2026-03-14,0.003
38136,Harvey Group,Food,IN,2025-04-05,0.23
38137,Rodriguez PLC,Travel,US,2024-01-21,0.243
38138,Walker Inc,Electronics,IN,2024-05-02,0.035
38139,Baker Inc,Food,IN,2026-02-24,0.09
38140,"Lopez, Levy and Maldonado",Food,IN,2024-10-28,0.385
38141,Leonard Ltd,Food,US,2024-01-09,0.857
38142,Frank Group,Food,US,2026-02-14,0.119
38143,Lewis-Johnson,Retail,US,2024-03-15,0.399
38144,"Woods, Dixon and Small",Travel,UK,2023-09-22,0.397
38145,"Wright, Pearson and Fox",Electronics,UK,2025-01-28,0.222
38146,"Hancock, Compton and Vega",Electronics,US,2023-06-18,0.805
38147,"Hayes, Flores and Meyer",Electronics,US,2025-02-20,0.277
38148,"Harris, Garcia and Graham",Retail,US,2024-10-09,0.366
38149,"Ross, Bennett and Johnson",Retail,IN,2024-02-09,0.628
38150,Hinton-White,Food,IN,2023-07-22,0.577
38151,Hernandez Ltd,Retail,US,2024-08-11,0.052
38152,Tyler-Schmidt,Food,IN,2026-02-07,0.711
38153,Kim Ltd,Electronics,US,2024-10-05,0.332
38154,"Smith, Johnson and Ward",Electronics,US,2023-10-29,0.433
38155,"Shaw, Jackson and Wong",Retail,IN,2026-04-24,0.548
38156,Davis LLC,Electronics,US,2025-05-17,0.803
38157,Jordan Ltd,Retail,IN,2024-01-04,0.035
38158,Montgomery Group,Electronics,US,2024-03-10,0.849
38159,Mcdowell-Stevenson,Retail,UK,2025-10-29,0.561
38160,Mitchell Inc,Retail,US,2026-03-03,0.76
38161,Brown Inc,Food,UK,2024-11-05,0.783
38162,Bonilla Ltd,Travel,IN,2023-06-28,0.335
38163,"Wells, Daniels and Adams",Electronics,US,2025-08-03,0.136
38164,"Roth, Brown and Garrett",Travel,UK,2024-12-16,0.409
38165,Calhoun Inc,Travel,UK,2023-11-18,0.29
38166,Martinez Ltd,Travel,IN,2023-10-03,0.192
38167,"Mills, Brown and Gill",Food,IN,2024-04-22,0.073
38168,Fisher-Hudson,Travel,US,2023-08-11,0.038
38169,Steele-Fuller,Electronics,UK,2023-07-06,0.577
38170,Paul Ltd,Travel,UK,2026-01-16,0.486
38171,Mccormick-Warner,Electronics,UK,2024-04-10,0.892
38172,"Beard, Holt and Wright",Electronics,UK,2024-06-14,0.624
38173,Nguyen-Cooper,Travel,UK,2024-12-06,0.813
38174,Pratt-Ray,Electronics,IN,2025-02-02,0.185
38175,Whitney and Sons,Electronics,IN,2024-09-04,0.947
38176,Gibson-Taylor,Travel,US,2023-06-25,0.816
38177,Moran LLC,Travel,US,2024-01-26,0.743
38178,Hudson Group,Food,UK,2024-11-01,0.317
38179,Matthews-Wilson,Food,IN,2025-08-05,0.549
38180,"Harper, Macias and Woods",Food,IN,2024-07-04,0.405
38181,"Hahn, Taylor and Garcia",Travel,US,2024-05-27,0.598
38182,Hudson-Rodriguez,Travel,IN,2025-03-04,0.125
38183,Martinez Inc,Retail,UK,2023-12-27,0.208
38184,"Hernandez, Sexton and Bennett",Travel,US,2024-10-22,0.873
